timestamp,Geschirrspüler,Backofen und Herd,Fernseher und Entertainment-Systeme,Bürogeräte,Waschmaschine
2024-04-01 00:00:00,2.4163216767000004,1.0533797119000001,43.127856697400006,23.9862462105,6.4136928681
2024-04-01 00:15:00,2.4163216767000004,1.0533797119000001,43.127856697400006,23.9862462105,6.4136928681
2024-04-01 00:30:00,2.4163216767000004,1.0533797119000001,43.127856697400006,23.9862462105,6.4136928681
2024-04-01 00:45:00,2.4163216767000004,1.0533797119000001,43.127856697400006,23.9862462105,6.4136928681
2024-04-01 01:00:00,4.628928501150001,0.5266898559500001,8.7175183049,3.3084477534500003,2.19736922375
2024-04-01 01:15:00,4.628928501150001,0.5266898559500001,8.7175183049,3.3084477534500003,2.19736922375
2024-04-01 01:30:00,4.628928501150001,0.5266898559500001,8.7175183049,3.3084477534500003,2.19736922375
2024-04-01 01:45:00,4.628928501150001,0.5266898559500001,8.7175183049,3.3084477534500003,2.19736922375
2024-04-01 02:00:00,3.9278847798500003,0.0,5.9842734755,0.27570397945,2.2319669559
2024-04-01 02:15:00,3.9278847798500003,0.0,5.9842734755,0.27570397945,2.2319669559
2024-04-01 02:30:00,3.9278847798500003,0.0,5.9842734755,0.27570397945,2.2319669559
2024-04-01 02:45:00,3.9278847798500003,0.0,5.9842734755,0.27570397945,2.2319669559
2024-04-01 03:00:00,2.50514768905,0.5266898559500001,5.523685379550001,0.8271119384500001,0.33055423655000005
2024-04-01 03:15:00,2.50514768905,0.5266898559500001,5.523685379550001,0.8271119384500001,0.33055423655000005
2024-04-01 03:30:00,2.50514768905,0.5266898559500001,5.523685379550001,0.8271119384500001,0.33055423655000005
2024-04-01 03:45:00,2.50514768905,0.5266898559500001,5.523685379550001,0.8271119384500001,0.33055423655000005
2024-04-01 04:00:00,0.9898961674,2.10675942435,7.424116921000001,0.5514079590000001,0.00041684015
2024-04-01 04:15:00,0.9898961674,2.10675942435,7.424116921000001,0.5514079590000001,0.00041684015
2024-04-01 04:30:00,0.9898961674,2.10675942435,7.424116921000001,0.5514079590000001,0.00041684015
2024-04-01 04:45:00,0.9898961674,2.10675942435,7.424116921000001,0.5514079590000001,0.00041684015
2024-04-01 05:00:00,0.9626777153500001,17.649076661000002,11.27545554095,1.6542238764500001,0.6454733568500001
2024-04-01 05:15:00,0.9626777153500001,17.649076661000002,11.27545554095,1.6542238764500001,0.6454733568500001
2024-04-01 05:30:00,0.9626777153500001,17.649076661000002,11.27545554095,1.6542238764500001,0.6454733568500001
2024-04-01 05:45:00,0.9626777153500001,17.649076661000002,11.27545554095,1.6542238764500001,0.6454733568500001
2024-04-01 06:00:00,5.51441597125,148.252243905,33.22816963125,3.8598557119000003,5.1437785294000005
