event_date;rank_step4;reference_peak_utc;event_start_utc;event_duration_h;pre_peak_offset_h;avg_tre_price_in_window_chf_kwh;event_hours_paid_cap;event_kwh_cap;avg_tre_price_paid_h_chf_kwh;event_max_comp_chf_per_hh;kompensations_basis_energie_kwh;kompensations_basis_kosten_chf;konvergierter_komp_prozentsatz;finale_teilnahmequote;window_limit_mwh;hh_limit_mwh;shiftable_energy_mwh;binding_constraint;households_in_scope;kompensation_pro_haushalt_pro_event_chf;iterations_to_converge;converged;error_message
2024-07-10;2;2024-07-10 18:00;2024-07-10 18:00;4.5;0.0;0.4234078679963771;1.5;1.44;0.9428612863345656;1.3577202523217744;44.64;12.945599999999999;10.482768685729674;0.4489247311827957;207.30027518379438;64.64516129032258;64.64516129032258;per_household_cap;100000;1.3570573029798205;11;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 15:45;1.5;2.0;0.2689483342640309;1.5;1.44;0.2689483342640309;0.3872856013402045;43.199999999999996;12.527999999999999;3.085322351134155;0.3629032258064516;22.78782032289314;52.25806451612903;22.78782032289314;window_limit;100000;0.3865291841500869;9;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 15:45;3.0;2.0;1.0468392110781937;1.5;1.44;0.49095772119843334;0.706979118525744;43.199999999999996;12.527999999999999;5.637681267802593;0.3655913978494624;32.45428286661291;52.645161290322584;32.45428286661291;window_limit;100000;0.7062887092303088;10;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 15:45;4.5;2.0;0.714613034844724;1.5;1.44;0.49095772119843334;0.706979118525744;43.199999999999996;12.527999999999999;5.637681267802593;0.3655913978494624;65.55333016253226;52.645161290322584;52.645161290322584;per_household_cap;100000;0.7062887092303088;10;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 16:45;1.5;1.0;1.832451307788708;1.5;1.44;1.832451307788708;2.6387298832157393;43.199999999999996;12.527999999999999;21.057516459553362;0.5887096774193549;17.158236910514113;84.77419354838709;17.158236910514113;window_limit;100000;2.6380856620528452;12;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 16:45;3.0;1.0;0.978357328738012;1.5;1.44;1.832451307788708;2.6387298832157393;43.199999999999996;12.527999999999999;21.057516459553362;0.5134408602150538;38.815806803256386;73.93548387096774;38.815806803256386;window_limit;100000;2.6380856620528452;12;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 16:45;4.5;1.0;0.6841658778379355;1.5;1.44;1.832451307788708;2.6387298832157393;43.199999999999996;12.527999999999999;21.057516459553362;0.5134408602150538;163.1643174465168;73.93548387096774;73.93548387096774;per_household_cap;100000;2.6380856620528452;12;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 17:45;1.5;0.0;0.8663665193447847;1.5;1.44;0.8663665193447847;1.24756778785649;43.199999999999996;12.527999999999999;9.948511014836058;0.4327956989247312;14.59704431988542;62.32258064516129;14.59704431988542;window_limit;100000;1.246349459938661;10;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 17:45;3.0;0.0;0.4801520722003565;1.5;1.44;0.8663665193447847;1.24756778785649;43.199999999999996;12.527999999999999;9.948511014836058;0.3763440860215054;73.28240404069894;54.19354838709677;54.19354838709677;per_household_cap;100000;1.246349459938661;10;True;
2024-06-19;3;2024-06-19 17:45;2024-06-19 17:45;4.5;0.0;0.3552684848876234;1.5;1.44;0.8663665193447847;1.24756778785649;43.199999999999996;12.527999999999999;9.948511014836058;0.3763440860215054;191.46382151213712;54.19354838709677;54.19354838709677;per_household_cap;100000;1.246349459938661;10;True;
